ALIAS CODE,OBJECT_TABLE_NAME,OBJECT_CODE,NAMING_SYSTEM_CODE,ALIAS,REMARKS
3810,Coordinate Reference System,3592,7301,NAD83(NSRS2007) / Michigan South (m)
3811,Coordinate Reference System,3594,7301,NAD83(NSRS2007) / Minnesota Central (m)
3812,Coordinate Reference System,3595,7301,NAD83(NSRS2007) / Minnesota North (m)
3813,Coordinate Reference System,3596,7301,NAD83(NSRS2007) / Minnesota South (m)
3814,Coordinate Reference System,3597,7301,NAD83(NSRS2007) / Mississippi East (m)
3815,Coordinate Reference System,3599,7301,NAD83(NSRS2007) / Mississippi West (m)
3816,Coordinate Reference System,3601,7301,NAD83(NSRS2007) / Missouri Central (m)
3817,Coordinate Reference System,3602,7301,NAD83(NSRS2007) / Missouri East (m)
3818,Coordinate Reference System,3603,7301,NAD83(NSRS2007) / Missouri West (m)
3819,Coordinate Reference System,3604,7301,NAD83(NSRS2007) / Montana (m)
3820,Coordinate Reference System,3606,7301,NAD83(NSRS2007) / Nebraska (m)
3821,Coordinate Reference System,3607,7301,NAD83(NSRS2007) / Nevada Central (m)
3822,Coordinate Reference System,3609,7301,NAD83(NSRS2007) / Nevada East (m)
3823,Coordinate Reference System,3611,7301,NAD83(NSRS2007) / Nevada West (m)
3824,Coordinate Reference System,3613,7301,NAD83(NSRS2007) / New Hampshire (m)
3825,Coordinate Reference System,3615,7301,NAD83(NSRS2007) / New Jersey (m)
3826,Coordinate Reference System,3617,7301,NAD83(NSRS2007) / New Mexico Central (m)
3827,Coordinate Reference System,3619,7301,NAD83(NSRS2007) / New Mexico East (m)
3828,Coordinate Reference System,3621,7301,NAD83(NSRS2007) / New Mexico West (m)
3829,Coordinate Reference System,3623,7301,NAD83(NSRS2007) / New York Central (m)
3830,Coordinate Reference System,3625,7301,NAD83(NSRS2007) / New York East (m)
3831,Coordinate Reference System,3627,7301,NAD83(NSRS2007) / New York Long Island (m)
3832,Coordinate Reference System,3629,7301,NAD83(NSRS2007) / New York West (m)
3833,Coordinate Reference System,3631,7301,NAD83(NSRS2007) / North Carolina (m)
3834,Coordinate Reference System,3633,7301,NAD83(NSRS2007) / North Dakota North (m)
3835,Coordinate Reference System,3635,7301,NAD83(NSRS2007) / North Dakota South (m)
3836,Coordinate Reference System,3637,7301,NAD83(NSRS2007) / Ohio North (m)
3837,Coordinate Reference System,3638,7301,NAD83(NSRS2007) / Ohio South (m)
3838,Coordinate Reference System,3639,7301,NAD83(NSRS2007) / Oklahoma North (m)
3839,Coordinate Reference System,3641,7301,NAD83(NSRS2007) / Oklahoma South (m)
3840,Coordinate Reference System,3643,7301,NAD83(NSRS2007) / Oregon Lambert (m)
3841,Coordinate Reference System,3645,7301,NAD83(NSRS2007) / Oregon North (m)
3842,Coordinate Reference System,3647,7301,NAD83(NSRS2007) / Oregon South (m)
3843,Coordinate Reference System,3649,7301,NAD83(NSRS2007) / Pennsylvania North (m)
3844,Coordinate Reference System,3651,7301,NAD83(NSRS2007) / Pennsylvania South (m)
3845,Coordinate Reference System,3653,7301,NAD83(NSRS2007) / Rhode Island (m)
3846,Coordinate Reference System,3655,7301,NAD83(NSRS2007) / South Carolina (m)
3847,Coordinate Reference System,3657,7301,NAD83(NSRS2007) / South Dakota North (m)
3848,Coordinate Reference System,3659,7301,NAD83(NSRS2007) / South Dakota South (m)
3849,Coordinate Reference System,3661,7301,NAD83(NSRS2007) / Tennessee (m)
3850,Coordinate Reference System,3663,7301,NAD83(NSRS2007) / Texas Central (m)
3851,Coordinate Reference System,3667,7301,NAD83(NSRS2007) / Texas North (m)
3852,Coordinate Reference System,3669,7301,NAD83(NSRS2007) / Texas North Central (m)
3853,Coordinate Reference System,3671,7301,NAD83(NSRS2007) / Texas South (m)
3854,Coordinate Reference System,3673,7301,NAD83(NSRS2007) / Texas South Central (m)
3855,Coordinate Reference System,3675,7301,NAD83(NSRS2007) / Utah Central (m)
3856,Coordinate Reference System,3678,7301,NAD83(NSRS2007) / Utah North (m)
3857,Coordinate Reference System,3681,7301,NAD83(NSRS2007) / Utah South (m)
3858,Coordinate Reference System,3684,7301,NAD83(NSRS2007) / Vermont (m)
3859,Coordinate Reference System,3685,7301,NAD83(NSRS2007) / Virginia North (m)
3860,Coordinate Reference System,3687,7301,NAD83(NSRS2007) / Virginia South (m)
3861,Coordinate Reference System,3689,7301,NAD83(NSRS2007) / Washington North (m)
3862,Coordinate Reference System,3691,7301,NAD83(NSRS2007) / Washington South (m)
3863,Coordinate Reference System,3695,7301,NAD83(NSRS2007) / Wisconsin Central (m)
3864,Coordinate Reference System,3697,7301,NAD83(NSRS2007) / Wisconsin North (m)
3865,Coordinate Reference System,3699,7301,NAD83(NSRS2007) / Wisconsin South (m)
3866,Coordinate Reference System,3702,7301,NAD83(NSRS2007) / Wyoming East (m)
3867,Coordinate Reference System,3703,7301,NAD83(NSRS2007) / Wyoming East Central (m)
3868,Coordinate Reference System,3705,7301,NAD83(NSRS2007) / Wyoming West (m)
3869,Coordinate Reference System,3704,7301,NAD83(NSRS2007) / Wyoming West Central (m)
3870,Coordinate Reference System,3693,7301,NAD83(NSRS2007) / West Virginia North (m)
3871,Coordinate Reference System,3694,7301,NAD83(NSRS2007) / West Virginia South (m)
3872,Coordinate Reference System,3727,7301,Piton des Neiges / TM Reunion,
3873,Coordinate Reference System,3740,7301,NAD83(HPGN) / UTM zone 10N,
3874,Coordinate Reference System,3741,7301,NAD83(HPGN) / UTM zone 11N,
3875,Coordinate Reference System,3742,7301,NAD83(HPGN) / UTM zone 12N,
3876,Coordinate Reference System,3743,7301,NAD83(HPGN) / UTM zone 13N,
3877,Coordinate Reference System,3744,7301,NAD83(HPGN) / UTM zone 14N,
3878,Coordinate Reference System,3745,7301,NAD83(HPGN) / UTM zone 15N,
3879,Coordinate Reference System,3746,7301,NAD83(HPGN) / UTM zone 16N,
3880,Coordinate Reference System,3747,7301,NAD83(HPGN) / UTM zone 17N,
3881,Coordinate Reference System,3748,7301,NAD83(HPGN) / UTM zone 18N,
3882,Coordinate Reference System,3749,7301,NAD83(HPGN) / UTM zone 19N,
3883,Coordinate Reference System,3750,7301,NAD83(HPGN) / UTM zone 4N,
3884,Coordinate Reference System,3751,7301,NAD83(HPGN) / UTM zone 5N,
3885,Ellipsoid,7025,7301,WGS 66,Has same parameters as NWL 9D
3886,Datum,6760,7302,WGS 66,
3887,Coordinate Reference System,3760,7301,NAD83(HPGN) / Hawaii zone 3 (ftUS),
3889,Coordinate Reference System,3546,7301,KY1Z,This alias is ambiguous as it is also used for the same projection associated with different datums and coordinate systems.
3890,Coordinate Reference System,3547,7302,NAD83(NSRS) / KY1Z ftUS,
3891,Coordinate Reference System,3547,7301,KY1Z,This alias is ambiguous as it is also used for the same projection associated with different datums and coordinate systems.
3892,Coordinate_Operation,15950,7302,Viti Levu Grid to FMG (1),
3894,Coordinate_Operation,15951,7302,Vanua Levu Grid to FMG (1),
3895,Coordinate_Operation,15948,7301,DHDN to ETRF89 (8),
3896,Coordinate_Operation,15948,7307,"DE_DHDN (BeTA, 2007) to ETRS89",
3897,Coordinate_Operation,1674,7301,Pulkovo 1942(83) to ETRF89 (1),
3898,Coordinate_Operation,1775,7301,Pulkovo 1942(83) to ETRF89 (2),
3899,Coordinate_Operation,1036,7301,OSGB 1936 / British National Grid to ETRF89 (1),
3900,Coordinate_Operation,1039,7302,OSTN02,
3901,Coordinate_Operation,1039,7301,OSGB 1936 / British National Grid to ETRF89 (2),
3902,Coordinate_Operation,1041,7301,TM75 to ETRF89 (1),
3903,Coordinate_Operation,1054,7301,NTF to ETRF89 (2),
3904,Coordinate_Operation,1066,7301,Amersfoort to ETRF89 (2),
3905,Coordinate_Operation,1078,7301,Luxembourg 1930 to ETRF89 (2),
3906,Coordinate_Operation,1098,7301,IGM95 to ETRF89 (1)
3907,Coordinate_Operation,1437,7301,RT90 to ETRF89 (1)
3908,Coordinate_Operation,1591,7301,RGF93 to ETRF89 (1)
3909,Coordinate_Operation,1619,7301,MGI to ETRF89 (1)
3910,Coordinate_Operation,1620,7301,MGI to ETRF89 (2)
3911,Coordinate_Operation,1622,7301,S-JTSK to ETRF89 (1)
3912,Coordinate_Operation,1624,7301,S-JTSK to ETRF89 (2)
3913,Coordinate_Operation,1626,7301,ED50 to ETRF89 (4)
3914,Coordinate_Operation,1628,7301,ED50 to ETRF89 (5)
3915,Coordinate_Operation,1630,7301,ED50 to ETRF89 (6)
3916,Coordinate_Operation,1632,7301,ED50 to ETRF89 (7)
3917,Coordinate_Operation,1634,7301,ED50 to ETRF89 (8)
3918,Coordinate_Operation,1638,7301,KKJ to ETRF89 (1)
3919,Coordinate_Operation,1642,7301,Luxembourg 1930 to ETRF89 (1)
3920,Coordinate_Operation,1644,7301,Pulkovo 1942(58) to ETRF89 (1)
3921,Coordinate_Operation,1646,7301,CH1903 to ETRF89 (1)
3922,Coordinate_Operation,1647,7301,CH1903+ to ETRF89 (1)
3923,Coordinate_Operation,1648,7301,EST97 to ETRF89 (1)
3924,Coordinate_Operation,1650,7301,ED50 to ETRF89 (10)
3925,Coordinate_Operation,1651,7301,NTF to ETRF89 (1)
3926,Coordinate_Operation,1652,7301,BD72 to ETRF89 (1)
3927,Coordinate_Operation,1653,7301,NGO 1948 to ETRF89 (1)
3928,Coordinate_Operation,1655,7301,Lisbon to ETRF89 (1)
3929,Coordinate_Operation,1657,7301,Datum 73 to ETRF89 (1)
3930,Coordinate_Operation,1659,7301,Monte Mario to ETRF89 (1)
3931,Coordinate_Operation,1661,7301,Monte Mario to ETRF89 (2)
3932,Coordinate_Operation,1663,7301,Monte Mario to ETRF89 (3)
3933,Coordinate_Operation,1776,7301,DHDN to ETRF89 (2)
3934,Coordinate_Operation,1778,7301,DHDN to ETRF89 (3)
3935,Coordinate_Operation,1779,7301,DHDN to ETRF89 (4)
3936,Coordinate_Operation,1780,7301,DHDN to ETRF89 (5)
3937,Coordinate_Operation,1783,7301,ED50 to ETRF89 (9)
3938,Coordinate_Operation,1785,7301,MGI to ETRF89 (3)
3939,Coordinate_Operation,1829,7301,HD72 to ETRF89 (1)
3940,Coordinate_Operation,1878,7301,SWEREF99 to ETRF89 (1)
3941,Coordinate_Operation,1953,7301,TM75 to ETRF89 (2)
3942,Coordinate_Operation,1992,7301,Datum 73 to ETRF89 (3)
3943,Coordinate_Operation,1997,7301,Lisbon to ETRF89 (2)
3944,Coordinate_Operation,8654,7301,ED50 to ETRF89 (2)
3945,Coordinate_Operation,10098,7301,KKJ to ETRF89 (2)
3946,Coordinate_Operation,15739,7301,Amersfoort to ETRF89 (3)
3947,Coordinate_Operation,15740,7301,Amersfoort to ETRF89 (4)
3948,Coordinate_Operation,15867,7301,PD/83 to ETRF89 (1)
3949,Coordinate_Operation,15868,7301,RD/83 to ETRF89 (1)
3950,Coordinate_Operation,15895,7301,ED50 to ETRF89 (11)
3951,Coordinate_Operation,15928,7301,BD72 to ETRF89 (2)
3952,Coordinate_Operation,15932,7301,ED50 to ETRF89 (12)
3953,Coordinate_Operation,15941,7301,NTF to ETRF89 (3)
3954,Coordinate_Operation,10001,7301,ETRF89 to NGF IGN69 (1)
3955,Coordinate_Operation,10003,7301,ETRF89 to IGN78 Corsica (1)
3956,Coordinate_Operation,10021,7301,ETRF89 to Newlyn (1)
3957,Coordinate_Operation,10022,7301,ETRF89 to Belfast height (1)
3958,Coordinate_Operation,10023,7301,ETRF89 to Douglas height (1)
3959,Coordinate_Operation,10024,7301,ETRF89 to Fair Isle height (1)
3960,Coordinate_Operation,10025,7301,ETRF89 to Flannan Isles height (1)
3961,Coordinate_Operation,10026,7301,ETRF89 to Foula height (1)
3962,Coordinate_Operation,10027,7301,ETRF89 to Lerwick height (1)
3963,Coordinate_Operation,10028,7301,ETRF89 to Malin Head height (1)
3964,Coordinate_Operation,10029,7301,ETRF89 to Newlyn (Orkney Isles) height (1)
3965,Coordinate_Operation,10030,7301,ETRF89 to North Rona height (1)
3966,Coordinate_Operation,10031,7301,ETRF89 to St. Kilda height (1)
3967,Coordinate_Operation,10032,7301,ETRF89 to St. Marys height (1)
3968,Coordinate_Operation,10033,7301,ETRF89 to Stornoway height (1)
3969,Coordinate_Operation,10034,7301,ETRF89 to Sule Skerry height (1)
3970,Coordinate Reference System,3447,7307,BE_ETRS89 / LB05
3971,Coordinate Reference System,3763,7301,ETRF89 / Portugal TM06
3972,Datum,1034,7301,SREF98
3973,Datum,5207,7308,HVRS71
3974,Coordinate_Operation,15963,7301,Yacare to SIRGAS 1995 (1)
3975,Coordinate_Operation,19851,7308,Croatia TM
3976,Coordinate_Operation,19852,7308,Croatia LCC
3977,Coordinate Reference System,3765,7308,HTRS96 / TM
3978,Coordinate Reference System,3766,7308,HTRS96 / LCC
3979,Coordinate_Operation,15965,7313,CCD
3980,Datum,6762,7302,BDA2000
3981,Coordinate Reference System,3770,7302,BNG2000
3982,Coordinate Reference System,3769,7317,Bermuda National Grid
3983,Coordinate_Operation,17722,7302,Alberta 3TM ref merid 111
3984,Coordinate_Operation,17723,7302,Alberta 3TM ref merid 114
3985,Coordinate_Operation,17724,7302,Alberta 3TM ref merid 117
3986,Coordinate_Operation,17725,7302,Alberta 3TM ref merid 120
3987,Coordinate_Operation,14733,7302,West Virginia North (ftUS)
3988,Coordinate_Operation,14734,7302,West Virginia South (ftUS)
3989,Coordinate_Operation,12234,7302,Minnesota North (ftUS)
3990,Coordinate_Operation,12235,7302,Minnesota Central (ftUS)
3991,Coordinate_Operation,12236,7302,Minnesota South (ftUS)
3992,Coordinate_Operation,15396,7302,Nebraska (ftUS)
3994,Coordinate_Operation,11853,7302,Maine CS2000 West (m)
3995,Coordinate_Operation,11854,7302,Maine CS2000 Central (m)
3999,Coordinate_Operation,11833,7302,Maine CS83 East (ftUS)
4000,Coordinate_Operation,11834,7302,Maine CS83 West (ftUS)
4001,Coordinate_Operation,15373,7302,Indiana West (ftUS)
4002,Coordinate_Operation,15375,7302,Kentucky 1Z (ftUS)
4003,Coordinate Reference System,26825,7301,NAD83(HPGN) / Maine CS83 East (ftUS)
4004,Coordinate Reference System,26826,7301,NAD83(HPGN) / Maine CS83 West (ftUS)
4008,Coordinate Reference System,26830,7301,NAD83(HPGN) / Minnesota North (ftUS)
4009,Coordinate Reference System,26831,7301,NAD83(HPGN) / Minnesota Central (ftUS),
4010,Coordinate Reference System,26832,7301,NAD83(HPGN) / Minnesota South (ftUS),
4011,Coordinate Reference System,26833,7301,NAD83(HPGN) / Nebraska (ftUS),
4012,Coordinate Reference System,26834,7301,NAD83(HPGN) / West Virginia North (ftUS),
4013,Coordinate Reference System,26835,7301,NAD83(HPGN) / West Virginia South (ftUS),
4014,Coordinate Reference System,26826,7301,NAD83(HARN) / Maine CS83 West (ftUS),
4015,Coordinate Reference System,26825,7301,NAD83(HARN) / Maine CS83 East (ftUS),
4016,Coordinate Reference System,26815,7301,NAD83 / Maine CS83 West (ftUS),
4017,Coordinate Reference System,26814,7301,NAD83 / Maine CS83 East (ftUS),
4018,Coordinate Reference System,3554,7301,Maine Coordinate System of 2000 Central Zone,This alias is ambiguous as also used for other realisations of NAD83 datum with Maine CS2000 Central zone projection.
4019,Coordinate Reference System,3555,7301,Maine Coordinate System of 2000 East Zone,This alias is ambiguous as also used for other realisations of NAD83 datum with Maine CS2000 East zone projection.
4020,Coordinate Reference System,3556,7301,Maine Coordinate System of 2000 West Zone,This alias is ambiguous as also used for other realisations of NAD83 datum with Maine CS2000 West zone projection.
4021,Coordinate Reference System,3557,7301,Maine Coordinate System of 1983 East Zone,This alias is ambiguous as also used for other realisations of NAD83 datum with Maine CS83 East zone projection.
4022,Coordinate Reference System,3558,7301,Maine Coordinate System of 1983 West Zone,This alias is ambiguous as also used for other realisations of NAD83 datum with Maine CS83 West zone projection.
4023,Coordinate Reference System,26837,7301,NAD83(NSRS2007) / Maine CS83 West (ftUS),
4024,Coordinate Reference System,26836,7301,NAD83(NSRS2007) / Maine CS83 East (ftUS),
4025,Coordinate_Operation,10502,7302,Colorado Central,This alias is ambiguous as also used for SPCS83 projection.
4026,Coordinate Reference System,5612,7301,Baltic 1977 depth,
4027,Coordinate Reference System,5612,7302,BHS77 depth,
4028,Coordinate Reference System,5612,7301,Kronstadt depth,
4029,Coordinate_Operation,5452,7301,Belfast Lough height to Malin Head height,
4030,Coordinate_Operation,5450,7301,Construction Datum height to PWD height (1),
4031,Coordinate_Operation,5425,7301,Normaal Amsterdams Peil height to EVRF2000 height (1),
4032,Coordinate Reference System,4274,7302,D73,
4033,Coordinate Reference System,4803,7302,DLx,
4034,Coordinate Reference System,3771,7301,NAD27 / Alberta 3TM ref merid 111,
4035,Coordinate Reference System,3772,7301,NAD27 / Alberta 3TM ref merid 114,
4036,Coordinate Reference System,3773,7301,NAD27 / Alberta 3TM ref merid 117,
4037,Coordinate Reference System,3774,7301,NAD27 / Alberta 3TM ref merid 120,
4038,Coordinate Reference System,3775,7301,NAD83 / Alberta 3TM ref merid 111,
4039,Coordinate Reference System,3776,7301,NAD83 / Alberta 3TM ref merid 114,
4040,Coordinate Reference System,3777,7301,NAD83 / Alberta 3TM ref merid 117,
4041,Coordinate Reference System,3778,7301,NAD83 / Alberta 3TM ref merid 120
4042,Coordinate Reference System,3779,7301,NAD83(CSRS) / Alberta 3TM ref merid 111
4043,Coordinate Reference System,3780,7301,NAD83(CSRS) / Alberta 3TM ref merid 114
4044,Coordinate Reference System,3781,7301,NAD83(CSRS) / Alberta 3TM ref merid 117
4045,Coordinate Reference System,3782,7301,NAD83(CSRS) / Alberta 3TM ref merid 120
4046,Coordinate_Operation,11851,7302,Maine CS2000 East (m)
4047,Datum,5208,7302,RH2000
4048,Datum,5209,7302,RH00
4049,Coordinate Reference System,3787,7309,D48 / GK
4052,Coordinate_Operation,18101,7302,CC42
4053,Coordinate_Operation,18102,7302,CC43
4054,Coordinate_Operation,18103,7302,CC44
4055,Coordinate_Operation,18104,7302,CC45
4056,Coordinate_Operation,18105,7302,CC46
4057,Coordinate_Operation,18106,7302,CC47
4058,Coordinate_Operation,18107,7302,CC48
4059,Coordinate_Operation,18108,7302,CC49
4060,Coordinate_Operation,18109,7302,CC50
4061,Coordinate_Operation,17965,7302,CITM2000
4062,Coordinate_Operation,17963,7302,RITM2000
4063,Coordinate_Operation,17962,7302,AITM2000
4064,Coordinate_Operation,17961,7302,CATM2000
4065,Coordinate_Operation,17960,7302,AKTM2000
4066,Coordinate_Operation,17931,7302,EDENTM2000
4067,Coordinate_Operation,17932,7302,PLENTM2000
4068,Coordinate_Operation,17933,7302,POVETM2000
4069,Coordinate_Operation,17934,7302,HAWKTM2000
4070,Coordinate_Operation,17935,7302,TARATM2000
4071,Coordinate_Operation,17936,7302,TUHITM2000
4072,Coordinate_Operation,17937,7302,WANGTM2000
4073,Coordinate_Operation,17938,7302,WAIRTM2000
4074,Coordinate_Operation,17939,7302,WELLTM2000
4075,Coordinate_Operation,17940,7302,COLLTM2000
4076,Coordinate_Operation,17941,7302,NELSTM2000
4077,Coordinate_Operation,17942,7302,KARATM2000
4078,Coordinate_Operation,17943,7302,BULLTM2000
4079,Coordinate_Operation,17944,7302,GREYTM2000
4080,Coordinate_Operation,17945,7302,AMURTM2000
4081,Coordinate_Operation,17946,7302,MARLTM2000
4082,Coordinate_Operation,17947,7302,HOKITM2000
4083,Coordinate_Operation,17948,7302,OKARTM2000
4084,Coordinate_Operation,17949,7302,JACKTM2000
4085,Coordinate_Operation,17950,7302,PLEATM2000
4086,Coordinate_Operation,17951,7302,GAWLTM2000
4087,Coordinate_Operation,17952,7302,TIMATM2000
4088,Coordinate_Operation,17953,7302,LINDTM2000
4089,Coordinate_Operation,17954,7302,NICHTM2000
4090,Coordinate_Operation,17955,7302,YORKTM2000
4091,Coordinate_Operation,17956,7302,OBSETM2000,
4092,Coordinate_Operation,17957,7302,TAIETM2000,
4093,Coordinate_Operation,17958,7302,BLUFTM2000,
4094,Coordinate_Operation,17958,7301,Bluff Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4096,Coordinate_Operation,17957,7301,North Taieri Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4097,Coordinate_Operation,17956,7301,Observation Point Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4098,Coordinate_Operation,17955,7301,Mount York Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4099,Coordinate_Operation,17954,7301,Mount Nicholas Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4100,Coordinate_Operation,17953,7301,Lindis Peak Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4101,Coordinate_Operation,17952,7301,Timaru Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4102,Coordinate_Operation,17951,7301,Gawler Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4103,Coordinate_Operation,17950,7301,Mount Pleasant Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4104,Coordinate_Operation,17949,7301,Jacksons Bay Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4105,Coordinate_Operation,17948,7301,Okarito Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4106,Coordinate_Operation,17947,7301,Hokitika Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4107,Coordinate_Operation,17946,7301,Marlborough Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4108,Coordinate_Operation,17945,7301,Amuri Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4109,Coordinate_Operation,17944,7301,Grey Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4110,Coordinate_Operation,17943,7301,Buller Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4111,Coordinate_Operation,17942,7301,Karamea Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4112,Coordinate_Operation,17941,7301,Nelson Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4113,Coordinate_Operation,17940,7301,Collingwood Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4114,Coordinate_Operation,17939,7301,Wellington Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4115,Coordinate_Operation,17938,7301,Wairarapa Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4116,Coordinate_Operation,17937,7301,Wanganui Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4117,Coordinate_Operation,17936,7301,Turhirangi Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4118,Coordinate_Operation,17935,7301,Taranaki Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4119,Coordinate_Operation,17934,7301,Hawkes Bay Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4120,Coordinate_Operation,17933,7301,Poverty Bay Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4121,Coordinate_Operation,17932,7301,Bay of Plenty Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4122,Coordinate_Operation,17931,7301,Mount Eden Circuit 2000,"This name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4123,Datum,6764,7302,RSRGD2000,
4124,Coordinate Reference System,3788,7302,NZGD2000 / AKTM2000,
4125,Coordinate Reference System,3789,7302,NZGD2000 / CATM2000,
4126,Coordinate Reference System,3790,7302,NZGD2000 / AITM2000,
4127,Coordinate Reference System,3791,7302,NZGD2000 / RITM2000,
4129,Coordinate Reference System,3793,7302,NZGD2000 / CITM2000,
4130,Coordinate Reference System,4673,7302,CI1979,
4131,Coordinate Reference System,4672,7302,CI71,
4132,Coordinate Reference System,2193,7301,NZGD2000 / New Zealand Transverse Mercator,
4133,Coordinate Reference System,2105,7301,NZGD2000 / Mount Eden Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4134,Coordinate Reference System,2106,7301,NZGD2000 / Bay of Plenty Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4135,Coordinate Reference System,2107,7301,NZGD2000 / Poverty Bay Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4136,Coordinate Reference System,2108,7301,NZGD2000 / Hawkes Bay Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4137,Coordinate Reference System,2109,7301,NZGD2000 / Taranaki Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4138,Coordinate Reference System,2110,7301,NZGD2000 / Turhirangi Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4139,Coordinate Reference System,2111,7301,NZGD2000 / Wanganui Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4140,Coordinate Reference System,2112,7301,NZGD2000 / Wairarapa Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4141,Coordinate Reference System,2113,7301,NZGD2000 / Wellington Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4142,Coordinate Reference System,2114,7301,NZGD2000 / Collingwood Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4143,Coordinate Reference System,2115,7301,NZGD2000 / Nelson Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4144,Coordinate Reference System,2116,7301,NZGD2000 / Karamea Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4145,Coordinate Reference System,2117,7301,NZGD2000 / Buller Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4146,Coordinate Reference System,2118,7301,NZGD2000 / Grey Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4147,Coordinate Reference System,2119,7301,NZGD2000 / Amuri Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4148,Coordinate Reference System,2120,7301,NZGD2000 / Marlborough Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4149,Coordinate Reference System,2121,7301,NZGD2000 / Hokitika Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4150,Coordinate Reference System,2122,7301,NZGD2000 / Okarito Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
4151,Coordinate Reference System,2123,7301,NZGD2000 / Jacksons Bay Circuit 2000,"The projection name was assigned in OSG Technical Report 8, April 1999 and amended in LINZS25001, November 2007."
